Product_ID,Warehouse,Order_Date,Shipment_Date,Lead_Time,Demand_Forecast,Inventory_Level,Stockout_Flag,Backorder_Flag,Supplier_ID,Order_Quantity,Shipment_Quantity,Product_Category,Product_Price,Customer_ID,Order_Priority,Actual_Lead_Time,Lead_Time_Variance,Demand_vs_Inventory,Fulfillment_Rate,Stockout_Risk
7988,B,2023-02-03,2023-02-04,8,207,325,0,0,356,19,85,Furniture,132.66,4300,High,1,-7,-118,447.3684210526316,0
3026,C,2023-02-03,2023-02-04,7,276,410,0,0,429,84,10,Electronics,521.29,7268,High,1,-6,-134,11.904761904761903,0
4744,C,2023-02-03,2023-02-04,9,526,7,0,0,341,48,21,Clothing,123.61,4208,High,1,-8,519,43.75,1
1009,A,2023-02-03,2023-02-04,4,839,224,0,0,388,74,80,Clothing,313.39,1262,Medium,1,-3,615,108.10810810810811,1
1260,D,2023-02-03,2023-02-04,4,630,226,1,1,207,26,63,Food,239.01,1820,High,1,-3,404,242.3076923076923,0
7038,D,2023-02-03,2023-02-04,7,933,174,0,1,136,82,89,Food,22.33,2230,High,1,-6,759,108.53658536585367,1
3219,C,2023-02-03,2023-02-04,1,517,80,0,0,479,45,77,Electronics,932.51,9154,High,1,0,437,171.11111111111111,1
8041,A,2023-02-03,2023-02-04,9,347,281,0,0,412,45,50,Furniture,783.89,4696,Low,1,-8,66,111.11111111111111,1
3060,A,2023-02-04,2023-02-05,2,308,56,0,1,110,15,27,Food,523.8,3553,Low,1,-1,252,180.0,1
6287,C,2023-02-04,2023-02-05,1,315,134,0,1,183,18,8,Furniture,351.42,4716,High,1,0,181,44.44444444444444,1
2619,C,2023-02-04,2023-02-05,7,812,237,0,1,317,31,30,Food,417.48,8766,Low,1,-6,575,96.7741935483871,1
9512,C,2023-02-04,2023-02-05,6,537,471,0,0,337,15,95,Food,213.14,5014,Medium,1,-5,66,633.3333333333333,1
2342,B,2023-02-04,2023-02-05,3,868,216,0,0,146,93,71,Electronics,968.52,8660,High,1,-2,652,76.34408602150538,1
3832,A,2023-02-04,2023-02-05,1,717,226,0,0,444,15,30,Food,292.62,5969,Medium,1,0,491,200.0,1
3824,A,2023-02-04,2023-02-05,5,410,25,1,1,478,65,18,Clothing,83.96,2281,High,1,-4,385,27.692307692307693,0
2994,A,2023-02-04,2023-02-05,4,882,186,0,1,231,87,23,Food,568.81,7536,Medium,1,-3,696,26.436781609195403,1
4490,C,2023-02-04,2023-02-05,5,482,369,0,0,310,46,38,Food,751.3,5499,Low,1,-4,113,82.6086956521739,1
8984,C,2023-02-04,2023-02-05,1,370,117,0,0,304,75,30,Electronics,971.67,6972,High,1,0,253,40.0,1
2604,C,2023-02-04,2023-02-05,1,220,196,0,0,182,16,30,Electronics,625.29,5860,High,1,0,24,187.5,1
1235,C,2023-02-04,2023-02-05,5,506,115,0,2,176,55,72,Clothing,192.56,5283,Low,1,-4,391,130.9090909090909,1
2908,D,2023-02-04,2023-02-05,6,344,302,0,0,239,30,76,Electronics,397.19,1721,Medium,1,-5,42,253.33333333333331,1
9567,C,2023-02-04,2023-02-05,5,165,101,0,0,227,93,74,Food,323.49,8732,High,1,-4,64,79.56989247311827,1
4530,B,2023-02-04,2023-02-05,2,327,379,0,0,165,41,71,Clothing,29.34,7876,Low,1,-1,-52,173.17073170731706,0
6256,D,2023-02-04,2023-02-05,9,981,162,0,0,341,67,39,Food,398.25,6489,Low,1,-8,819,58.2089552238806,1
3635,D,2023-02-04,2023-02-05,5,236,413,0,0,250,17,17,Food,801.62,8503,Low,1,-4,-177,100.0,0
9162,C,2023-02-04,2023-02-05,5,293,177,0,0,154,26,96,Clothing,411.27,8959,Low,1,-4,116,369.2307692307692,1
3560,A,2023-02-04,2023-02-05,9,805,472,0,0,246,73,69,Electronics,853.26,2222,Medium,1,-8,333,94.52054794520548,1
6415,C,2023-02-04,2023-02-05,3,757,279,1,0,166,81,85,Electronics,745.5,1931,High,1,-2,478,104.93827160493827,0
4391,A,2023-02-04,2023-02-05,5,756,285,0,0,250,64,95,Food,722.16,3852,High,1,-4,471,148.4375,1
6951,C,2023-02-04,2023-02-05,5,588,211,0,0,103,95,52,Electronics,387.24,6265,Low,1,-4,377,54.736842105263165,1
6468,C,2023-02-04,2023-02-05,2,683,53,0,0,117,58,79,Furniture,62.82,7877,Low,1,-1,630,136.20689655172413,1
9007,A,2023-02-04,2023-02-05,4,453,66,0,0,111,95,13,Clothing,883.61,2768,Low,1,-3,387,13.684210526315791,1
7413,A,2023-02-05,2023-02-06,2,803,31,0,0,355,75,7,Clothing,641.9,2118,High,1,-1,772,9.333333333333334,1
7941,A,2023-02-05,2023-02-06,5,655,250,0,0,134,86,88,Food,99.61,8247,High,1,-4,405,102.32558139534885,1
5820,A,2023-02-05,2023-02-06,2,256,7,0,0,142,3,68,Food,90.75,8291,High,1,-1,249,2266.666666666667,1
3898,B,2023-02-05,2023-02-06,9,575,498,0,0,177,28,60,Clothing,618.13,9179,Low,1,-8,77,214.28571428571428,1
8546,A,2023-02-05,2023-02-06,6,115,433,1,0,450,96,83,Food,427.99,4720,Medium,1,-5,-318,86.45833333333334,0
1077,C,2023-02-05,2023-02-06,8,177,430,0,0,422,4,46,Clothing,198.81,1280,High,1,-7,-253,1150.0,0
8577,C,2023-02-05,2023-02-06,9,151,214,0,0,419,40,35,Clothing,247.04,1056,Medium,1,-8,-63,87.5,0
5227,B,2023-02-05,2023-02-06,8,613,45,0,0,448,75,29,Furniture,391.88,7468,High,1,-7,568,38.666666666666664,1
1600,A,2023-02-05,2023-02-06,5,603,79,0,0,458,57,34,Clothing,752.71,1090,Low,1,-4,524,59.64912280701754,1
2065,C,2023-02-05,2023-02-06,5,843,34,0,0,151,65,8,Furniture,205.0,1003,Low,1,-4,809,12.307692307692308,1
3136,B,2023-02-05,2023-02-06,6,160,188,0,0,116,47,66,Food,705.27,9724,High,1,-5,-28,140.4255319148936,0
7943,C,2023-02-05,2023-02-06,1,231,88,0,0,310,80,4,Electronics,187.25,8626,Low,1,0,143,5.0,1
8804,B,2023-02-05,2023-02-06,8,481,334,0,0,326,34,66,Electronics,766.09,9606,Low,1,-7,147,194.11764705882354,1
7565,B,2023-02-05,2023-02-06,2,663,434,1,0,132,45,94,Furniture,901.25,9827,High,1,-1,229,208.8888888888889,0
6984,D,2023-02-05,2023-02-06,6,908,446,1,0,427,32,57,Food,448.36,6328,Medium,1,-5,462,178.125,0
6142,D,2023-02-05,2023-02-06,9,791,135,0,1,436,44,93,Clothing,644.91,9454,Medium,1,-8,656,211.36363636363637,1
5670,A,2023-02-05,2023-02-06,3,642,33,1,0,400,97,4,Clothing,273.69,9936,Low,1,-2,609,4.123711340206185,0
3190,D,2023-02-05,2023-02-06,2,509,280,1,1,176,11,85,Clothing,928.36,6744,Low,1,-1,229,772.7272727272727,0
3712,B,2023-02-05,2023-02-06,5,254,112,1,0,167,36,73,Clothing,431.62,7258,Medium,1,-4,142,202.77777777777777,0
3192,C,2023-02-05,2023-02-06,9,732,171,0,0,149,13,66,Clothing,501.73,1310,High,1,-8,561,507.6923076923077,1
2248,C,2023-02-05,2023-02-06,6,150,338,0,0,257,57,20,Food,268.85,9798,High,1,-5,-188,35.08771929824561,0
5033,A,2023-02-05,2023-02-06,8,194,42,0,0,297,84,97,Furniture,202.07,6827,Medium,1,-7,152,115.47619047619047,1
2997,D,2023-02-05,2023-02-06,8,787,381,0,0,357,25,55,Food,235.15,7969,Low,1,-7,406,220.00000000000003,1
4687,A,2023-02-05,2023-02-06,7,622,433,0,0,476,70,6,Furniture,481.07,1108,High,1,-6,189,8.571428571428571,1
5018,B,2023-02-06,2023-02-07,5,623,12,2,0,133,37,29,Furniture,146.23,3333,Medium,1,-4,611,78.37837837837837,0
2970,D,2023-02-06,2023-02-07,2,454,173,0,1,311,90,80,Food,394.0,7615,Medium,1,-1,281,88.88888888888889,1
9389,A,2023-02-06,2023-02-07,5,144,124,1,0,371,4,5,Electronics,388.21,5463,Low,1,-4,20,125.0,0
6765,C,2023-02-06,2023-02-07,7,901,331,0,0,479,26,37,Food,438.82,6225,Medium,1,-6,570,142.30769230769232,1
2202,C,2023-02-06,2023-02-07,7,304,206,0,1,163,82,9,Electronics,427.78,5095,Medium,1,-6,98,10.975609756097562,1
9135,A,2023-02-06,2023-02-07,2,830,342,0,0,254,13,96,Furniture,281.68,5156,Low,1,-1,488,738.4615384615385,1
6567,A,2023-02-06,2023-02-07,7,939,436,1,0,420,72,37,Food,373.14,3294,High,1,-6,503,51.388888888888886,0
8667,A,2023-02-06,2023-02-07,6,530,446,1,0,368,51,98,Furniture,903.34,5518,Medium,1,-5,84,192.15686274509804,0
6742,B,2023-02-06,2023-02-07,7,355,103,0,0,139,47,39,Electronics,47.1,7411,Low,1,-6,252,82.97872340425532,1
6788,B,2023-02-06,2023-02-07,8,347,129,0,0,259,33,63,Furniture,96.91,1337,Low,1,-7,218,190.9090909090909,1
6408,C,2023-02-06,2023-02-07,4,632,39,0,0,422,80,57,Food,929.56,6572,High,1,-3,593,71.25,1
9669,B,2023-02-06,2023-02-07,1,140,22,0,0,113,42,40,Electronics,278.29,1612,Medium,1,0,118,95.23809523809523,1
1922,B,2023-02-06,2023-02-07,8,558,251,0,0,475,31,93,Electronics,311.13,8795,Medium,1,-7,307,300.0,1
1419,D,2023-02-06,2023-02-07,8,889,442,0,0,219,40,64,Furniture,350.64,3811,Medium,1,-7,447,160.0,1
3204,B,2023-02-06,2023-02-07,3,376,324,0,0,413,87,95,Furniture,112.34,7923,Medium,1,-2,52,109.19540229885058,1
2120,D,2023-02-06,2023-02-07,3,294,289,0,0,447,16,3,Electronics,771.29,4318,Medium,1,-2,5,18.75,1
1950,B,2023-02-06,2023-02-07,5,170,201,1,0,145,56,43,Furniture,171.54,3735,High,1,-4,-31,76.78571428571429,0
3336,C,2023-02-06,2023-02-07,3,369,154,0,0,445,74,25,Clothing,704.74,4430,Medium,1,-2,215,33.78378378378378,1
6373,A,2023-02-06,2023-02-07,5,434,54,0,0,481,36,55,Electronics,240.18,5019,Low,1,-4,380,152.77777777777777,1
3243,C,2023-02-06,2023-02-07,8,684,105,0,0,209,95,36,Electronics,685.29,8404,Medium,1,-7,579,37.89473684210527,1
3645,B,2023-02-06,2023-02-07,1,407,259,0,1,470,96,58,Clothing,972.15,9708,High,1,0,148,60.416666666666664,1
5612,A,2023-02-06,2023-02-07,2,526,451,0,0,318,85,77,Food,514.6,3802,High,1,-1,75,90.58823529411765,1
2865,A,2023-02-06,2023-02-07,2,298,199,0,0,220,80,19,Food,325.72,3131,Medium,1,-1,99,23.75,1
7028,A,2023-02-06,2023-02-07,4,175,325,0,1,388,56,59,Food,384.2,7138,Medium,1,-3,-150,105.35714285714286,0
8326,D,2023-02-07,2023-02-08,9,886,216,0,1,145,93,16,Food,390.08,9527,Low,1,-8,670,17.20430107526882,1
7371,C,2023-02-07,2023-02-08,2,894,410,1,0,437,48,94,Clothing,134.08,4325,Low,1,-1,484,195.83333333333331,0
7359,D,2023-02-07,2023-02-08,9,757,46,1,1,480,80,99,Clothing,820.61,7614,Medium,1,-8,711,123.75,0
8863,A,2023-02-07,2023-02-08,7,624,369,0,0,153,58,2,Furniture,385.44,9255,High,1,-6,255,3.4482758620689653,1
4228,C,2023-02-07,2023-02-08,8,974,116,0,0,421,15,65,Clothing,720.71,4897,Low,1,-7,858,433.3333333333333,1
4719,C,2023-02-07,2023-02-08,1,740,373,1,0,487,72,59,Clothing,277.68,3301,Medium,1,0,367,81.94444444444444,0
3371,B,2023-02-07,2023-02-08,5,329,423,0,0,153,15,48,Food,362.84,6528,High,1,-4,-94,320.0,0
3891,D,2023-02-07,2023-02-08,9,184,211,0,0,469,21,3,Food,888.04,8220,High,1,-8,-27,14.285714285714285,0
4756,D,2023-02-07,2023-02-08,4,261,154,0,0,103,64,26,Furniture,430.7,1383,Low,1,-3,107,40.625,1
5225,B,2023-02-07,2023-02-08,2,496,262,0,1,339,85,92,Clothing,359.65,9316,High,1,-1,234,108.23529411764706,1
1094,D,2023-02-07,2023-02-08,6,976,150,2,0,179,7,91,Electronics,320.52,3579,Medium,1,-5,826,1300.0,0
3674,A,2023-02-07,2023-02-08,2,470,211,0,0,300,52,14,Food,894.01,5072,Medium,1,-1,259,26.923076923076923,1
7898,A,2023-02-07,2023-02-08,3,662,191,0,0,301,19,24,Food,428.61,7786,Medium,1,-2,471,126.3157894736842,1
1793,D,2023-02-07,2023-02-08,8,314,368,0,1,355,86,35,Clothing,878.36,5354,Medium,1,-7,-54,40.69767441860465,0
3116,B,2023-02-07,2023-02-08,3,100,242,0,0,298,46,98,Clothing,307.29,7058,High,1,-2,-142,213.0434782608696,0
6779,C,2023-02-07,2023-02-08,2,476,97,1,0,172,38,88,Furniture,978.52,3283,High,1,-1,379,231.57894736842107,0
7166,D,2023-02-07,2023-02-08,6,511,28,0,0,275,13,6,Furniture,507.77,6932,Medium,1,-5,483,46.15384615384615,1
1814,C,2023-02-07,2023-02-08,3,734,188,0,0,318,90,62,Clothing,172.98,3260,High,1,-2,546,68.88888888888889,1
1345,B,2023-02-07,2023-02-08,1,899,171,0,1,323,44,95,Clothing,429.83,5863,Medium,1,0,728,215.9090909090909,1
9554,C,2023-02-07,2023-02-08,3,299,370,0,0,382,22,93,Electronics,684.95,1425,Medium,1,-2,-71,422.72727272727275,0
3443,B,2023-02-07,2023-02-08,6,282,196,0,0,380,71,36,Furniture,888.95,8353,Low,1,-5,86,50.70422535211267,1
8783,B,2023-02-07,2023-02-08,3,509,154,0,0,192,35,29,Electronics,135.81,4635,Medium,1,-2,355,82.85714285714286,1
1984,A,2023-02-07,2023-02-08,9,497,139,1,1,251,3,13,Electronics,562.86,9112,High,1,-8,358,433.3333333333333,0
8790,A,2023-02-07,2023-02-08,7,315,400,0,1,179,99,8,Clothing,537.32,9331,High,1,-6,-85,8.080808080808081,0
1827,B,2023-02-08,2023-02-09,5,851,292,0,0,307,16,15,Clothing,335.08,7706,High,1,-4,559,93.75,1
4531,D,2023-02-08,2023-02-09,2,448,289,0,0,191,45,33,Clothing,414.49,4041,Medium,1,-1,159,73.33333333333333,1
8147,A,2023-02-08,2023-02-09,9,679,255,0,0,119,16,89,Electronics,311.56,6254,Low,1,-8,424,556.25,1
5451,B,2023-02-08,2023-02-09,5,930,477,0,0,152,66,16,Electronics,309.37,1114,Low,1,-4,453,24.242424242424242,1
4876,C,2023-02-08,2023-02-09,7,693,163,0,0,182,81,85,Furniture,538.04,6562,Medium,1,-6,530,104.93827160493827,1
6959,C,2023-02-08,2023-02-09,9,753,133,1,0,173,38,52,Furniture,69.45,1039,Low,1,-8,620,136.8421052631579,0
1126,D,2023-02-08,2023-02-09,4,140,351,0,0,229,24,81,Food,486.51,4505,Medium,1,-3,-211,337.5,0
4177,C,2023-02-08,2023-02-09,9,850,415,1,1,358,86,34,Furniture,331.06,1109,Medium,1,-8,435,39.53488372093023,0
9795,C,2023-02-08,2023-02-09,1,102,328,0,0,458,50,77,Food,469.73,1536,High,1,0,-226,154.0,0
7024,B,2023-02-08,2023-02-09,6,193,377,0,1,283,87,34,Furniture,975.23,7079,High,1,-5,-184,39.08045977011494,0
6109,C,2023-02-08,2023-02-09,2,158,405,0,0,165,83,43,Food,743.85,8522,Low,1,-1,-247,51.80722891566265,0
5146,C,2023-02-08,2023-02-09,8,839,265,0,0,252,57,61,Furniture,862.87,5651,Medium,1,-7,574,107.01754385964912,1
8196,C,2023-02-08,2023-02-09,5,506,28,0,0,464,56,79,Furniture,377.77,3048,Medium,1,-4,478,141.07142857142858,1
4368,C,2023-02-08,2023-02-09,3,117,138,0,1,295,86,22,Electronics,708.77,6712,Low,1,-2,-21,25.581395348837212,0
4797,B,2023-02-08,2023-02-09,2,593,347,0,0,114,81,51,Clothing,468.52,6547,Medium,1,-1,246,62.96296296296296,1
2792,C,2023-02-08,2023-02-09,8,850,449,0,0,309,66,4,Furniture,601.13,6433,Medium,1,-7,401,6.0606060606060606,1
6732,D,2023-02-08,2023-02-09,7,971,311,0,0,234,78,49,Electronics,443.6,8468,Medium,1,-6,660,62.82051282051282,1
4476,A,2023-02-08,2023-02-09,9,607,84,0,0,483,92,39,Electronics,140.39,8609,High,1,-8,523,42.391304347826086,1
4417,D,2023-02-08,2023-02-09,8,685,248,1,0,181,77,87,Clothing,947.87,6282,Medium,1,-7,437,112.98701298701299,0
2645,A,2023-02-08,2023-02-09,4,987,350,0,0,170,81,77,Furniture,709.3,6795,Low,1,-3,637,95.06172839506173,1
4030,D,2023-02-08,2023-02-09,2,431,313,0,0,396,73,72,Food,604.6,4625,Medium,1,-1,118,98.63013698630137,1
3872,A,2023-02-08,2023-02-09,2,268,232,0,0,481,62,1,Food,565.18,5097,Medium,1,-1,36,1.6129032258064515,1
4072,A,2023-02-08,2023-02-09,2,875,307,1,0,271,14,41,Clothing,725.66,7929,Low,1,-1,568,292.85714285714283,0
2854,A,2023-02-08,2023-02-09,6,771,60,0,1,222,66,50,Clothing,537.22,7122,High,1,-5,711,75.75757575757575,1
5021,A,2023-02-09,2023-02-10,7,948,272,0,0,388,60,81,Clothing,223.76,5918,Low,1,-6,676,135.0,1
5662,B,2023-02-09,2023-02-10,6,780,218,0,1,309,21,17,Furniture,17.24,7175,Low,1,-5,562,80.95238095238095,1
7514,D,2023-02-09,2023-02-10,2,305,285,0,2,163,35,8,Furniture,389.25,9176,Medium,1,-1,20,22.857142857142858,1
6031,A,2023-02-09,2023-02-10,4,968,488,1,0,489,30,67,Furniture,567.98,1228,Low,1,-3,480,223.33333333333334,0
3708,D,2023-02-09,2023-02-10,3,620,248,0,0,162,81,93,Electronics,378.04,1777,High,1,-2,372,114.81481481481481,1
8112,C,2023-02-09,2023-02-10,4,604,71,0,0,481,39,86,Food,537.98,1370,Low,1,-3,533,220.51282051282053,1
9393,A,2023-02-09,2023-02-10,5,445,292,0,1,107,25,66,Electronics,668.23,1101,Medium,1,-4,153,264.0,1
4507,D,2023-02-09,2023-02-10,7,403,388,0,1,344,44,2,Electronics,811.76,4242,Medium,1,-6,15,4.545454545454546,1
7456,B,2023-02-09,2023-02-10,9,214,409,1,0,264,59,17,Furniture,305.66,7662,Low,1,-8,-195,28.8135593220339,0
5212,D,2023-02-09,2023-02-10,2,763,197,1,0,192,99,73,Clothing,636.85,7388,High,1,-1,566,73.73737373737373,0
8970,A,2023-02-09,2023-02-10,8,186,79,0,0,383,6,33,Clothing,892.86,5684,Low,1,-7,107,550.0,1
9766,C,2023-02-09,2023-02-10,3,194,384,0,0,408,3,93,Electronics,160.91,9086,Medium,1,-2,-190,3100.0,0
1536,D,2023-02-09,2023-02-10,9,842,136,0,0,475,36,93,Clothing,693.59,3762,Low,1,-8,706,258.33333333333337,1
2625,C,2023-02-09,2023-02-10,4,527,212,0,0,298,1,54,Electronics,915.31,8138,High,1,-3,315,5400.0,1
8973,B,2023-02-09,2023-02-10,3,797,326,1,0,223,34,70,Clothing,674.63,3183,High,1,-2,471,205.88235294117646,0
9577,D,2023-02-09,2023-02-10,6,549,106,0,0,154,65,6,Furniture,101.66,5566,Low,1,-5,443,9.230769230769232,1
9070,D,2023-02-09,2023-02-10,9,725,447,0,0,289,26,52,Electronics,290.3,9969,Low,1,-8,278,200.0,1
9666,B,2023-02-09,2023-02-10,7,885,206,0,0,242,18,45,Food,197.59,9587,High,1,-6,679,250.0,1
9609,B,2023-02-09,2023-02-10,4,640,151,0,0,409,36,1,Electronics,913.24,1478,Low,1,-3,489,2.7777777777777777,1
7490,B,2023-02-09,2023-02-10,3,814,132,1,0,416,6,80,Clothing,992.13,8626,Medium,1,-2,682,1333.3333333333335,0
4600,A,2023-02-09,2023-02-10,4,101,434,0,0,196,75,51,Furniture,438.51,9345,Medium,1,-3,-333,68.0,0
7783,A,2023-02-09,2023-02-10,3,177,165,0,0,409,44,11,Furniture,897.23,9196,Low,1,-2,12,25.0,1
5971,D,2023-02-09,2023-02-10,3,423,412,0,0,296,40,22,Food,143.72,9114,Medium,1,-2,11,55.00000000000001,1
2205,D,2023-02-09,2023-02-10,9,842,429,1,0,384,30,34,Furniture,13.4,6806,Medium,1,-8,413,113.33333333333333,0
2990,D,2023-02-10,2023-02-11,4,197,179,1,0,180,78,1,Furniture,572.68,1774,Medium,1,-3,18,1.282051282051282,0
6299,C,2023-02-10,2023-02-11,9,728,120,0,0,208,74,77,Electronics,987.51,2315,Low,1,-8,608,104.05405405405406,1
4572,B,2023-02-10,2023-02-11,5,209,173,0,2,382,31,49,Furniture,566.73,8686,Medium,1,-4,36,158.06451612903226,1
6975,D,2023-02-10,2023-02-11,7,778,330,0,0,308,58,49,Clothing,980.71,9445,Medium,1,-6,448,84.48275862068965,1
7320,B,2023-02-10,2023-02-11,5,556,67,1,1,214,55,42,Food,456.24,3403,High,1,-4,489,76.36363636363637,0
5380,A,2023-02-10,2023-02-11,1,587,186,1,0,340,36,92,Food,388.22,7897,Medium,1,0,401,255.55555555555554,0
5757,B,2023-02-10,2023-02-11,2,908,137,0,0,495,79,49,Electronics,930.28,4253,Medium,1,-1,771,62.0253164556962,1
3713,C,2023-02-10,2023-02-11,5,470,353,0,0,481,30,13,Clothing,58.32,4028,Low,1,-4,117,43.333333333333336,1
6588,C,2023-02-10,2023-02-11,6,436,387,1,0,378,48,94,Furniture,333.52,8158,Medium,1,-5,49,195.83333333333331,0
1966,B,2023-02-10,2023-02-11,7,989,307,0,0,405,78,68,Electronics,449.06,1578,Low,1,-6,682,87.17948717948718,1
5944,C,2023-02-10,2023-02-11,2,698,329,0,0,430,87,14,Clothing,96.07,9294,High,1,-1,369,16.091954022988507,1
4432,C,2023-02-10,2023-02-11,9,121,480,0,0,303,17,36,Furniture,521.92,2293,Medium,1,-8,-359,211.76470588235296,0
1688,A,2023-02-10,2023-02-11,6,821,237,1,0,300,27,56,Electronics,381.55,3042,High,1,-5,584,207.4074074074074,0
5243,D,2023-02-10,2023-02-11,2,404,17,0,0,443,63,87,Food,442.61,5440,High,1,-1,387,138.0952380952381,1
4701,C,2023-02-10,2023-02-11,2,371,75,1,1,254,77,69,Furniture,689.47,8140,Medium,1,-1,296,89.6103896103896,0
9533,D,2023-02-10,2023-02-11,3,589,434,0,0,414,14,46,Food,79.65,3020,High,1,-2,155,328.57142857142856,1
6182,B,2023-02-10,2023-02-11,1,935,150,0,0,364,26,15,Furniture,962.18,3254,Medium,1,0,785,57.692307692307686,1
7704,B,2023-02-10,2023-02-11,9,545,107,0,0,388,43,87,Furniture,527.21,4479,High,1,-8,438,202.32558139534885,1
5422,C,2023-02-10,2023-02-11,4,377,152,1,0,169,75,8,Food,840.42,5345,Low,1,-3,225,10.666666666666668,0
2759,B,2023-02-10,2023-02-11,5,750,315,0,1,278,1,56,Furniture,325.31,3357,Low,1,-4,435,5600.0,1
3482,A,2023-02-10,2023-02-11,7,952,36,0,0,267,24,11,Clothing,320.38,8809,Low,1,-6,916,45.83333333333333,1
9058,C,2023-02-10,2023-02-11,1,476,451,1,1,105,20,71,Furniture,904.78,2660,Low,1,0,25,355.0,0
1951,C,2023-02-10,2023-02-11,3,331,332,0,0,231,72,23,Electronics,126.3,4417,High,1,-2,-1,31.944444444444443,0
9914,C,2023-02-10,2023-02-11,3,844,145,1,0,358,8,45,Clothing,112.74,7290,High,1,-2,699,562.5,0
3079,B,2023-02-11,2023-02-12,2,691,125,0,0,240,30,27,Furniture,700.11,1676,High,1,-1,566,90.0,1
3717,B,2023-02-11,2023-02-12,8,525,284,0,0,381,18,31,Electronics,471.37,7624,High,1,-7,241,172.22222222222223,1
5524,C,2023-02-11,2023-02-12,5,154,107,0,1,389,77,47,Electronics,720.14,9287,High,1,-4,47,61.038961038961034,1
9477,D,2023-02-11,2023-02-12,1,902,285,1,0,304,83,66,Clothing,438.57,5310,Medium,1,0,617,79.51807228915662,0
8311,B,2023-02-11,2023-02-12,2,540,239,0,0,280,13,95,Clothing,219.63,3762,Low,1,-1,301,730.7692307692307,1
8186,B,2023-02-11,2023-02-12,1,133,374,1,0,146,48,61,Clothing,718.09,7292,Low,1,0,-241,127.08333333333333,0
3065,C,2023-02-11,2023-02-12,6,428,101,0,0,491,60,8,Food,48.66,8006,Medium,1,-5,327,13.333333333333334,1
1768,D,2023-02-11,2023-02-12,9,944,219,0,1,431,26,65,Food,453.48,4385,Low,1,-8,725,250.0,1
6490,C,2023-02-11,2023-02-12,7,553,6,0,1,235,9,25,Clothing,464.07,4106,Low,1,-6,547,277.77777777777777,1
7645,B,2023-02-11,2023-02-12,5,487,215,1,0,332,98,17,Furniture,87.15,4379,Low,1,-4,272,17.346938775510203,0
6083,C,2023-02-11,2023-02-12,3,863,168,0,0,301,53,30,Food,249.22,9990,Medium,1,-2,695,56.60377358490566,1
6232,C,2023-02-11,2023-02-12,8,529,73,0,1,131,95,24,Clothing,267.37,2868,High,1,-7,456,25.263157894736842,1
6797,C,2023-02-11,2023-02-12,4,575,292,1,0,376,71,95,Clothing,894.06,5329,High,1,-3,283,133.80281690140845,0
5926,D,2023-02-11,2023-02-12,9,224,26,0,0,291,9,52,Electronics,517.51,8378,High,1,-8,198,577.7777777777777,1
7016,C,2023-02-11,2023-02-12,5,622,276,2,0,190,26,63,Food,674.06,9329,High,1,-4,346,242.3076923076923,0
4335,B,2023-02-11,2023-02-12,6,581,483,0,0,444,33,61,Clothing,64.36,1559,Low,1,-5,98,184.84848484848484,1
9038,C,2023-02-11,2023-02-12,5,416,42,0,0,170,33,77,Electronics,112.45,4557,Medium,1,-4,374,233.33333333333334,1
5873,D,2023-02-11,2023-02-12,7,221,306,0,0,397,52,58,Furniture,567.74,3884,High,1,-6,-85,111.53846153846155,0
2481,A,2023-02-11,2023-02-12,7,646,92,1,0,134,40,79,Electronics,836.77,7398,Medium,1,-6,554,197.5,0
7305,D,2023-02-11,2023-02-12,1,680,70,0,0,485,4,90,Food,62.45,6486,Low,1,0,610,2250.0,1
4451,C,2023-02-11,2023-02-12,2,412,268,0,0,319,28,32,Food,983.64,2099,High,1,-1,144,114.28571428571428,1
1054,A,2023-02-11,2023-02-12,7,586,108,1,0,298,54,35,Furniture,886.59,1748,Low,1,-6,478,64.81481481481481,0
8643,C,2023-02-11,2023-02-12,8,750,180,0,0,205,68,16,Electronics,874.41,6593,Low,1,-7,570,23.52941176470588,1
4462,D,2023-02-11,2023-02-12,4,111,214,1,0,431,98,9,Electronics,18.59,7958,High,1,-3,-103,9.183673469387756,0
1832,A,2023-02-12,2023-02-13,6,224,446,0,0,151,49,19,Clothing,412.33,9362,Medium,1,-5,-222,38.775510204081634,0
6954,A,2023-02-12,2023-02-13,3,910,113,0,0,116,6,40,Electronics,797.81,3076,High,1,-2,797,666.6666666666667,1
9519,C,2023-02-12,2023-02-13,7,758,184,0,0,441,33,40,Food,761.02,5597,Low,1,-6,574,121.21212121212122,1
8221,C,2023-02-12,2023-02-13,3,176,408,0,0,108,5,46,Food,352.18,1540,Medium,1,-2,-232,919.9999999999999,0
4310,D,2023-02-12,2023-02-13,7,679,124,0,0,279,83,3,Furniture,878.86,7907,Medium,1,-6,555,3.614457831325301,1
4300,C,2023-02-12,2023-02-13,8,817,104,0,0,102,18,26,Food,639.7,5570,High,1,-7,713,144.44444444444443,1
7722,A,2023-02-12,2023-02-13,3,335,236,0,0,377,3,72,Electronics,994.01,9398,High,1,-2,99,2400.0,1
8218,B,2023-02-12,2023-02-13,2,670,140,0,0,281,98,70,Food,341.38,2507,High,1,-1,530,71.42857142857143,1
8776,B,2023-02-12,2023-02-13,6,869,292,0,0,391,2,5,Clothing,647.11,1347,Medium,1,-5,577,250.0,1
4675,D,2023-02-12,2023-02-13,4,353,157,0,1,266,65,85,Clothing,430.25,2470,Medium,1,-3,196,130.76923076923077,1
